user	instance_id	displayed_text	how-causal-is-the-finding:::Causation	how-causal-is-the-finding:::No mention of a relation	how-causal-is-the-finding:::Correlation	how-causal-is-the-finding:::Explicitly states: no relation	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_3	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	I carefully went over the examples and the instructions.:::Yes	span_annotation:::Causation	span_annotation:::Correlation	span_annotation:::Explicit mentions of no relation
5f9dde49bcf5b5363fe6c6a3	Causality Examples.html	Causality Examples																						I carefully went over the examples and the instructions.:::Yes	[]	[]	[]
6126f2c24f9a99c6765da045	Computer_Science_tweet_47_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This result, coupled with an experiment involving simultaneous DMFC perturbation and ACC recording, enabled us to reveal the sequential nature of computations in DMFC and ACC and provided a coherent explanation of their distinct functional link to behavior, their different activation latencies, and their circuit-level interactions. In particular, our results suggest that the long latency signals in ACC result from an integration of early error-related modulations in DMFC, much like what is seen in well-established first-order perceptual decision-making tasks between sensory and higher-order association and premotor areas ). An important outstanding question that our study motivates is the problem of maintaining a desired behavioral strategy between switches, which may involve other brain areas such as the dorsolateral prefrontal cortex .""><b>Finding:</b></span> In particular, our results suggest that the long latency signals in ACC result from an integration of early error-related modulations in DMFC, much like what is seen in well-established first-order perceptual decision-making tasks between sensory and higher-order association and premotor areas )."	3																						[]	[]	[]
6126f2c24f9a99c6765da045	Computer_Science_448_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: However, unlike the prior research demonstrating how work versus leisure goals alter the experience of an ambiguous activity, we argue that a subtle manipulation (i.e., scheduling) of an unambiguous leisure activity can make the activity feel more like work and decrease utility. We suggest that both sources of utility can be diminished for scheduled leisure. Together, our results provide support for the detrimental effect of scheduling on how leisure activities are anticipated and experienced.""><b>Finding:</b></span> We suggest that both sources of utility can be diminished for scheduled leisure."			2																				[]	[]	[]
6126f2c24f9a99c6765da045	Computer_Science_259_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: With a national sample of more than 550 full-time working professionals, the study reveals what business professionals perceive as acceptable, courteous or rude use of mobile phones in the workplace. The researchers first identified the most common grievances people had about smartphone use among their colleagues, including browsing the Internet and checking text messages. ""Not surprisingly, millennials and younger professionals were more likely to be accepting of smartphone use, but they might be doing themselves a disservice,"" Cardon said.""><b>Finding:</b></span> ""Not surprisingly, millennials and younger professionals were more likely to be accepting of smartphone use, but they might be doing themselves a disservice,"" Cardon said."			2																				[]	[]	[]
6126f2c24f9a99c6765da045	test_question_testing_Causation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Causation. Do not mark any words or phrases.	3																						[]	[]	[]
6126f2c24f9a99c6765da045	Computer_Science_tweet_137_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: While cooking times are longer than traditional cooking methods, the meat comes up to temperature surprisingly quickly because the thermal conductivity of water is 23 times greater than that of air. When cooking tender meats, it's the fast changes that are the most important because the slow changes are mainly used to increase tenderness. Thus, for tender meat you just need to get the center up to temperature and, if pasteurizing, hold it there until any pathogens have been reduced to a safe level.""><b>Finding:</b></span> When cooking tender meats, it's the fast changes that are the most important because the slow changes are mainly used to increase tenderness."			2																				[]	[]	[]
6126f2c24f9a99c6765da045	Computer_Science_tweet_137_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: @username @username Once you get into long cook times you are adding enzymatic breakdown and protein denaturization to the game.

Some say that greater than 4 hours and tender cuts (beef) turn mushy I disagree. Max time depends on what kind of protein. Do not 8hr chicken.

""><b>Finding:</b></span> @username @username Once you get into long cook times you are adding enzymatic breakdown and protein denaturization to the game.

Some say that greater than 4 hours and tender cuts (beef) turn mushy I disagree. Max time depends on what kind of protein. Do not 8hr chicken.

"	3																						[]	[]	[]
6126f2c24f9a99c6765da045	Experience.html	Experience							3						3					3					[]	[]	[]
6126f2c24f9a99c6765da045	Computer_Science_tweet_47_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: New dorsal/ventral distinction in macaque medial PFC - DMFC signals errors, and ACC integrates errors to drive task switches. Very nice work showing causal relationship, organizes a lot of literature  @username ""><b>Finding:</b></span> New dorsal/ventral distinction in macaque medial PFC - DMFC signals errors, and ACC integrates errors to drive task switches. Very nice work showing causal relationship, organizes a lot of literature  @username "				4																			[]	[]	[]
6126f2c24f9a99c6765da045	Consent.html	Consent																			I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes		[]	[]	[]
6126f2c24f9a99c6765da045	Computer_Science_452_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: And second, among the categories representing direct evidence of scale-free structure, not a single network data set falls into the Strong or Strongest categories. Hence social networks are at best only weakly scale free, with 70% and 55% exhibiting the weakest or weak direct evidence of scale-free structure, respectively. The social networks exhibiting weak evidence include about a third of the Facebook online social networks and half of the board of director networks.""><b>Finding:</b></span> Hence social networks are at best only weakly scale free, with 70% and 55% exhibiting the weakest or weak direct evidence of scale-free structure, respectively."			2																				[]	[]	[]
6126f2c24f9a99c6765da045	Computer_Science_259_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In the informal meeting setting (see Model 2 in Table 5 ), the following variables were significant predictors: age, gender, and region. Just as with formal meetings, younger professionals were more likely to accept mobile phone use during informal meetings. Women showed far less acceptance for the use of mobile phones during informal meetings.""><b>Finding:</b></span> Just as with formal meetings, younger professionals were more likely to accept mobile phone use during informal meetings."	3																						[]	[]	[]
6126f2c24f9a99c6765da045	Computer_Science_448_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Further, both the anticipation of the leisure activity and enjoyment from it decreased once it was scheduled. ""To my surprise, however, I soon started to feel reluctant and unenthusiastic at the prospect of the long-awaited reunions that I had scheduled. I began to think of each scheduled activity as more like an obligation, even a chore, rather than an enjoyable outing.""><b>Finding:</b></span> Further, both the anticipation of the leisure activity and enjoyment from it decreased once it was scheduled."			2																				[]	[]	[]
6126f2c24f9a99c6765da045	Computer_Science_392_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Hence, given the previously hypothesized departure performances (i.e. As the checked baggage fee policy gets implemented from zero to one to two bags, the scheduled block time increases. As the checked baggage fee policy gets implemented from zero to one to two bags, the scheduled block time decreases.""><b>Finding:</b></span> As the checked baggage fee policy gets implemented from zero to one to two bags, the scheduled block time increases."		1																					[]	[]	[]
6126f2c24f9a99c6765da045	Computer_Science_392_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The below-the-cabin effect dominates the above-the-cabin effect."" The findings, published in the journal Management Science, shows airlines improved their median departure time between 3.3 to 4.2 minutes and reduced average departure delays between 1.3 to 2 minutes, depending on whether they charged for the first or second checked bag. The reductions are significant because departure times and mitigating delays are crucial to so many other facets of the business, such as the number of flights airlines can offer and their image among potential customers.""><b>Finding:</b></span> The findings, published in the journal Management Science, shows airlines improved their median departure time between 3.3 to 4.2 minutes and reduced average departure delays between 1.3 to 2 minutes, depending on whether they charged for the first or second checked bag."		1																					[]	[]	[]
6126f2c24f9a99c6765da045	test_question_testing_Correlation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Correlation. Do not mark any words or phrases.			2																				[]	[]	[]
6126f2c24f9a99c6765da045	Computer_Science_452_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: What we've found now is that there is little evidence for classically scale-free networks except in a few specific places. Most networks don't look scale-free at all."" Many types of networks look similar from a distance.""><b>Finding:</b></span> Most networks don't look scale-free at all."""			2																				[]	[]	[]
6126f2c24f9a99c6765da045	Causality Examples.html	Causality Examples																						I carefully went over the examples and the instructions.:::Yes	[]	[]	[]
60ca51b300e161df1cb7ec63	Computer_Science_tweet_47_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This result, coupled with an experiment involving simultaneous DMFC perturbation and ACC recording, enabled us to reveal the sequential nature of computations in DMFC and ACC and provided a coherent explanation of their distinct functional link to behavior, their different activation latencies, and their circuit-level interactions. In particular, our results suggest that the long latency signals in ACC result from an integration of early error-related modulations in DMFC, much like what is seen in well-established first-order perceptual decision-making tasks between sensory and higher-order association and premotor areas ). An important outstanding question that our study motivates is the problem of maintaining a desired behavioral strategy between switches, which may involve other brain areas such as the dorsolateral prefrontal cortex .""><b>Finding:</b></span> In particular, our results suggest that the long latency signals in ACC result from an integration of early error-related modulations in DMFC, much like what is seen in well-established first-order perceptual decision-making tasks between sensory and higher-order association and premotor areas )."			2																				[]	[{'start': 1059, 'end': 1066, 'span': 'suggest', 'annotation': 'Correlation'}, {'start': 1104, 'end': 1134, 'span': 'result from an integration of ', 'annotation': 'Correlation'}]	[]
60ca51b300e161df1cb7ec63	Computer_Science_448_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: However, unlike the prior research demonstrating how work versus leisure goals alter the experience of an ambiguous activity, we argue that a subtle manipulation (i.e., scheduling) of an unambiguous leisure activity can make the activity feel more like work and decrease utility. We suggest that both sources of utility can be diminished for scheduled leisure. Together, our results provide support for the detrimental effect of scheduling on how leisure activities are anticipated and experienced.""><b>Finding:</b></span> We suggest that both sources of utility can be diminished for scheduled leisure."		1																					[]	[]	[]
60ca51b300e161df1cb7ec63	Computer_Science_259_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: With a national sample of more than 550 full-time working professionals, the study reveals what business professionals perceive as acceptable, courteous or rude use of mobile phones in the workplace. The researchers first identified the most common grievances people had about smartphone use among their colleagues, including browsing the Internet and checking text messages. ""Not surprisingly, millennials and younger professionals were more likely to be accepting of smartphone use, but they might be doing themselves a disservice,"" Cardon said.""><b>Finding:</b></span> ""Not surprisingly, millennials and younger professionals were more likely to be accepting of smartphone use, but they might be doing themselves a disservice,"" Cardon said."			2																				[]	[{'start': 861, 'end': 872, 'span': 'more likely', 'annotation': 'Correlation'}]	[]
60ca51b300e161df1cb7ec63	test_question_testing_Causation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Causation. Do not mark any words or phrases.	3																						[]	[]	[]
60ca51b300e161df1cb7ec63	Computer_Science_tweet_137_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: While cooking times are longer than traditional cooking methods, the meat comes up to temperature surprisingly quickly because the thermal conductivity of water is 23 times greater than that of air. When cooking tender meats, it's the fast changes that are the most important because the slow changes are mainly used to increase tenderness. Thus, for tender meat you just need to get the center up to temperature and, if pasteurizing, hold it there until any pathogens have been reduced to a safe level.""><b>Finding:</b></span> When cooking tender meats, it's the fast changes that are the most important because the slow changes are mainly used to increase tenderness."	3																						[{'start': 763, 'end': 771, 'span': 'because ', 'annotation': 'Causation'}, {'start': 807, 'end': 815, 'span': 'increase', 'annotation': 'Causation'}]	[]	[]
60ca51b300e161df1cb7ec63	Computer_Science_tweet_137_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: @username @username Once you get into long cook times you are adding enzymatic breakdown and protein denaturization to the game.

Some say that greater than 4 hours and tender cuts (beef) turn mushy I disagree. Max time depends on what kind of protein. Do not 8hr chicken.

""><b>Finding:</b></span> @username @username Once you get into long cook times you are adding enzymatic breakdown and protein denaturization to the game.

Some say that greater than 4 hours and tender cuts (beef) turn mushy I disagree. Max time depends on what kind of protein. Do not 8hr chicken.

"			2																				[]	[{'start': 672, 'end': 713, 'span': ' Max time depends on what kind of protein', 'annotation': 'Correlation'}]	[]
60ca51b300e161df1cb7ec63	Experience.html	Experience							3				1							3					[]	[]	[]
60ca51b300e161df1cb7ec63	Computer_Science_tweet_47_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: New dorsal/ventral distinction in macaque medial PFC - DMFC signals errors, and ACC integrates errors to drive task switches. Very nice work showing causal relationship, organizes a lot of literature  @username ""><b>Finding:</b></span> New dorsal/ventral distinction in macaque medial PFC - DMFC signals errors, and ACC integrates errors to drive task switches. Very nice work showing causal relationship, organizes a lot of literature  @username "		1																					[]	[]	[]
60ca51b300e161df1cb7ec63	test_question_testing_No mention of a relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select No mention of a relation. Do not mark any words or phrases.		1																					[]	[]	[]
60ca51b300e161df1cb7ec63	Consent.html	Consent																			I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes		[]	[]	[]
60ca51b300e161df1cb7ec63	Computer_Science_452_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: And second, among the categories representing direct evidence of scale-free structure, not a single network data set falls into the Strong or Strongest categories. Hence social networks are at best only weakly scale free, with 70% and 55% exhibiting the weakest or weak direct evidence of scale-free structure, respectively. The social networks exhibiting weak evidence include about a third of the Facebook online social networks and half of the board of director networks.""><b>Finding:</b></span> Hence social networks are at best only weakly scale free, with 70% and 55% exhibiting the weakest or weak direct evidence of scale-free structure, respectively."			2																				[]	[{'start': 720, 'end': 731, 'span': '70% and 55%', 'annotation': 'Correlation'}, {'start': 804, 'end': 817, 'span': 'respectively.', 'annotation': 'Correlation'}]	[]
60ca51b300e161df1cb7ec63	Computer_Science_259_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In the informal meeting setting (see Model 2 in Table 5 ), the following variables were significant predictors: age, gender, and region. Just as with formal meetings, younger professionals were more likely to accept mobile phone use during informal meetings. Women showed far less acceptance for the use of mobile phones during informal meetings.""><b>Finding:</b></span> Just as with formal meetings, younger professionals were more likely to accept mobile phone use during informal meetings."			2																				[]	[{'start': 586, 'end': 597, 'span': 'more likely', 'annotation': 'Correlation'}]	[]
60ca51b300e161df1cb7ec63	Computer_Science_448_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Further, both the anticipation of the leisure activity and enjoyment from it decreased once it was scheduled. ""To my surprise, however, I soon started to feel reluctant and unenthusiastic at the prospect of the long-awaited reunions that I had scheduled. I began to think of each scheduled activity as more like an obligation, even a chore, rather than an enjoyable outing.""><b>Finding:</b></span> Further, both the anticipation of the leisure activity and enjoyment from it decreased once it was scheduled."	3																						[{'start': 724, 'end': 733, 'span': 'decreased', 'annotation': 'Causation'}]	[]	[]
60ca51b300e161df1cb7ec63	Computer_Science_392_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Hence, given the previously hypothesized departure performances (i.e. As the checked baggage fee policy gets implemented from zero to one to two bags, the scheduled block time increases. As the checked baggage fee policy gets implemented from zero to one to two bags, the scheduled block time decreases.""><b>Finding:</b></span> As the checked baggage fee policy gets implemented from zero to one to two bags, the scheduled block time increases."			2																				[]	[{'start': 520, 'end': 536, 'span': 'gets implemented', 'annotation': 'Correlation'}, {'start': 592, 'end': 602, 'span': 'increases.', 'annotation': 'Correlation'}]	[]
60ca51b300e161df1cb7ec63	Computer_Science_392_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The below-the-cabin effect dominates the above-the-cabin effect."" The findings, published in the journal Management Science, shows airlines improved their median departure time between 3.3 to 4.2 minutes and reduced average departure delays between 1.3 to 2 minutes, depending on whether they charged for the first or second checked bag. The reductions are significant because departure times and mitigating delays are crucial to so many other facets of the business, such as the number of flights airlines can offer and their image among potential customers.""><b>Finding:</b></span> The findings, published in the journal Management Science, shows airlines improved their median departure time between 3.3 to 4.2 minutes and reduced average departure delays between 1.3 to 2 minutes, depending on whether they charged for the first or second checked bag."	3																						[{'start': 904, 'end': 912, 'span': 'improved', 'annotation': 'Causation'}, {'start': 972, 'end': 979, 'span': 'reduced', 'annotation': 'Causation'}, {'start': 1031, 'end': 1040, 'span': 'depending', 'annotation': 'Causation'}]	[]	[]
60ca51b300e161df1cb7ec63	Computer_Science_452_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: What we've found now is that there is little evidence for classically scale-free networks except in a few specific places. Most networks don't look scale-free at all."" Many types of networks look similar from a distance.""><b>Finding:</b></span> Most networks don't look scale-free at all."""				4																			[]	[]	"[{'start': 443, 'end': 453, 'span': ""don't look"", 'annotation': 'Explicit mentions of no relation'}]"
60ca51b300e161df1cb7ec63	Causality Examples.html	Causality Examples																						I carefully went over the examples and the instructions.:::Yes	[]	[]	[]
63c67b55f26ec62593a2d200	Computer_Science_tweet_71_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The zoomed in views of state changes in Figures 3c and 4b indicate that changes in classifier state were appropriately triggered by changes in gamma power. We have demonstrated the feasibility of adaptive DBS in PD using a fully implantable device, with feedback control provided by a cortical gamma band oscillation related to the emergence of dyskinesia, a common adverse effect of levodopa therapy and of STN DBS. While the total energy delivered by adaptive stimulation was substantially less than that of open-loop stimulation, blinded clinical ratings confirmed similar efficacy for both approaches.""><b>Finding:</b></span> We have demonstrated the feasibility of adaptive DBS in PD using a fully implantable device, with feedback control provided by a cortical gamma band oscillation related to the emergence of dyskinesia, a common adverse effect of levodopa therapy and of STN DBS."	3																						[{'start': 998, 'end': 1012, 'span': 'adverse effect', 'annotation': 'Causation'}]	[]	[]
63c67b55f26ec62593a2d200	Computer_Science_36_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Factoring out the potential contributions to learning of physical observation versus physical control is not only of scientific interest (e.g., when can embodied cognition be evoked --with or without physical activity), but is also of practical importance. showed that children observing physical towers in a mixed-reality game learned physics principles better and showed higher levels of enjoyment compared to students interacting with a solely virtual game on a laptop . This result suggests that observing physical phenomena (along with mixed reality feedback on whether child predictions and physical results match) may enhance learning and enjoyment.""><b>Finding:</b></span> showed that children observing physical towers in a mixed-reality game learned physics principles better and showed higher levels of enjoyment compared to students interacting with a solely virtual game on a laptop ."	3																						[{'start': 937, 'end': 943, 'span': 'better', 'annotation': 'Causation'}, {'start': 955, 'end': 961, 'span': 'higher', 'annotation': 'Causation'}]	[]	[]
63c67b55f26ec62593a2d200	Computer_Science_453_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The lower set of curves in the top panels shows the probability of receiving a reply to an initial message. The curves are higher for messages sent by women than for those sent by men-women are more likely than men to receive replies-but among both women and men the probability of a reply is a decreasing function of desirability gap, more desirable partners replying at lower rates than less desirable ones. The differences are stark: men are more than twice as likely to receive a reply from women less desirable than themselves than from more desirable ones, and for messages sent to more desirable women the reply rate never rises above 21%.""><b>Finding:</b></span> The curves are higher for messages sent by women than for those sent by men-women are more likely than men to receive replies-but among both women and men the probability of a reply is a decreasing function of desirability gap, more desirable partners replying at lower rates than less desirable ones."			2																				[]	[{'start': 1016, 'end': 1035, 'span': 'decreasing function', 'annotation': 'Correlation'}]	[]
63c67b55f26ec62593a2d200	Computer_Science_453_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: More importantly, though, once you exit the parameters of desirability set by a dating site, it becomes less clear whether you can say that any of us really has a so-called ""mate value."" ""There are some people who have highly desirable traits and are going to be more in demand, so they're going to be able to be choosier about who they mate with. And then there are people who are going to be lower in demand and generally higher in supply, and those people are going to be buyers in the market.""""><b>Finding:</b></span> ""There are some people who have highly desirable traits and are going to be more in demand, so they're going to be able to be choosier about who they mate with."	3																						[{'start': 774, 'end': 776, 'span': 'so', 'annotation': 'Causation'}]	[]	[]
63c67b55f26ec62593a2d200	Computer_Science_103_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Higher-income professionals had less tolerance for smartphone use in business meetings. Dramatic age gap: Younger professionals were nearly three times as likely as older professionals to think tapping out a message over a business lunch is appropriate -- 66 percent of people under 30 said texting or emailing was okay, compared to just 20 percent of those aged 51-65. Chances are, just having your phone out is offending somebody: A full 20 percent of professionals said simply having your phone out at a business lunch is rude.""><b>Finding:</b></span> Dramatic age gap: Younger professionals were nearly three times as likely as older professionals to think tapping out a message over a business lunch is appropriate -- 66 percent of people under 30 said texting or emailing was okay, compared to just 20 percent of those aged 51-65."			2																				[]	[]	[]
63c67b55f26ec62593a2d200	Computer_Science_tweet_71_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: @username &amp; @username researchers propose an interesting adaptive approach to improving deep brain stimulation for #Parkinsons using motor cortex sensing
 ""><b>Finding:</b></span> @username &amp; @username researchers propose an interesting adaptive approach to improving deep brain stimulation for #Parkinsons using motor cortex sensing
 "	3																						[{'start': 424, 'end': 433, 'span': 'improving', 'annotation': 'Causation'}]	[]	[]
63c67b55f26ec62593a2d200	Experience.html	Experience					4						1							3					[]	[]	[]
63c67b55f26ec62593a2d200	Computer_Science_150_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The successful trainees did not perform better on all tests of memory, however. Maguire thinks that The Knowledge may enlarge the hippocampus's posterior (rear) at the expense of its anterior (front), creating a trade-off of cognitive talents--that is, taxi drivers master some forms of memory but become worse at others. She didn't find this same difference in her new study because, she speculates, front-end shrinkage may happen after the four years of training.""><b>Finding:</b></span> Maguire thinks that The Knowledge may enlarge the hippocampus's posterior (rear) at the expense of its anterior (front), creating a trade-off of cognitive talents--that is, taxi drivers master some forms of memory but become worse at others."	3																						[{'start': 681, 'end': 692, 'span': 'may enlarge', 'annotation': 'Causation'}]	[]	[]
63c67b55f26ec62593a2d200	Computer_Science_437_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We should note that Figure 6 shows aggregate statistics of 20,000 bins in the x-axis. We see that the hosting infrastructure of malicious combosquatting domains is concentrated in certain autonomous systems and they are scattered across numerous different CIDRs-which is different from the behavior of combosquatting domains in general. As expected, generic combosquatting activity is spread across the globe with no obvious concentrations.""><b>Finding:</b></span> We see that the hosting infrastructure of malicious combosquatting domains is concentrated in certain autonomous systems and they are scattered across numerous different CIDRs-which is different from the behavior of combosquatting domains in general."		1																					[]	[]	[{'start': 808, 'end': 822, 'span': 'different from', 'annotation': 'Explicit mentions of no relation'}]
63c67b55f26ec62593a2d200	test_question_testing_No mention of a relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select No mention of a relation. Do not mark any words or phrases.		1																					[]	[]	[]
63c67b55f26ec62593a2d200	Computer_Science_103_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The divide is perhaps most dramatic in informal meetings (see Figure 2 ). Strong majorities of younger employees (21 to 30 years old) considered checking text messages and emails, answering calls, and even writing text messages and emails as appropriate. On the other hand, strong majorities of employees above 41 years of age consider these actions as inappropriate.""><b>Finding:</b></span> Strong majorities of younger employees (21 to 30 years old) considered checking text messages and emails, answering calls, and even writing text messages and emails as appropriate."		1																					[]	[]	[]
63c67b55f26ec62593a2d200	Consent.html	Consent																			I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes		[]	[]	[]
63c67b55f26ec62593a2d200	Computer_Science_437_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""We found orders of magnitude more combosquatting domains than typosquatting domains, for instance. The space for combosquatting is almost infinite because attackers can register as many domains as they want with any variation that they want. In some cases, registering a domain can cost less than a dollar.""""><b>Finding:</b></span> The space for combosquatting is almost infinite because attackers can register as many domains as they want with any variation that they want."		1																					[]	[]	[]
63c67b55f26ec62593a2d200	Computer_Science_150_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Despite this group showing a wide range of navigational expertise, there was no association between expertise and posterior hippocampal grey matter volume (or, indeed, Review. This failure to find an association between hippocampal volume and navigational expertise thus suggests that structural differences in the hippocampus of taxi drivers reflect the detail and/or duration of the use of the spatial representation acquired and not innate navigational expertise per se. Clearly, taxi drivers in London have to learn a vast amount of information.""><b>Finding:</b></span> This failure to find an association between hippocampal volume and navigational expertise thus suggests that structural differences in the hippocampus of taxi drivers reflect the detail and/or duration of the use of the spatial representation acquired and not innate navigational expertise per se."				4																			[]	[]	[{'start': 737, 'end': 767, 'span': 'failure to find an association', 'annotation': 'Explicit mentions of no relation'}]
63c67b55f26ec62593a2d200	test_question_testing_Correlation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Correlation. Do not mark any words or phrases.			2																				[]	[]	[]
63c67b55f26ec62593a2d200	Computer_Science_36_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: They also determined that simple physical controls like shaking the tablet or pushing the earthquake button did little to improve either learning or enjoyment of the game. ""Mixed-reality games that support physical observation in the real world have a great potential to enhance learning and enjoyment for young children,"" the researchers say. They plan to extend their mixed-reality game to different content areas to create a new educational system that bridges the advantages of physical and virtual worlds to improve children's science learning, understanding and enjoyment in a collaborative way.""><b>Finding:</b></span> ""Mixed-reality games that support physical observation in the real world have a great potential to enhance learning and enjoyment for young children,"" the researchers say."		1																					[]	[]	[]
63c67b55f26ec62593a2d200	Causality Examples.html	Causality Examples																						I carefully went over the examples and the instructions.:::Yes	[]	[]	[]
611d289bb00d800e89ad1698	Computer_Science_tweet_4_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Competition between groups increases creativity in groups composed of men. Has opposite effect of female groups ""><b>Finding:</b></span> Competition between groups increases creativity in groups composed of men. Has opposite effect of female groups "		1																					[]	[{'start': 294, 'end': 367, 'span': 'Competition between groups increases creativity in groups composed of men', 'annotation': 'Correlation'}, {'start': 369, 'end': 405, 'span': 'Has opposite effect of female groups', 'annotation': 'Correlation'}]	[]
